5 4.000000 58.236511 -222.785553 -1295.947266 
6 5.002041 54.824738 -198.473282 -1298.227783 
7 4.000000 46.224731 -327.551086 -1285.903198 
10 5.353828 11.638306 -217.473969 -1309.028809 
11 4.000000 46.662720 -357.933685 -1308.286377 
0.547829 5 0 0 0

5 4.000000 58.141998 -222.695984 -1296.001831 
6 4.000000 54.759430 -198.404419 -1298.302124 
7 6.143836 45.968262 -326.604095 -1286.031250 
10 4.000000 11.576599 -217.424347 -1309.088867 
11 8.263525 46.504761 -357.316864 -1308.087891 
0.549912 5 0 0 0

5 4.000000 58.047485 -222.606415 -1296.056519 
6 4.000000 54.640656 -198.275238 -1298.366821 
7 4.000000 45.948059 -326.570709 -1285.967529 
10 4.000000 11.528931 -217.415497 -1309.130249 
11 4.000000 46.490601 -357.283142 -1308.027100 
0.551995 5 0 0 0

5 6.266669 58.250092 -222.770630 -1295.946777 
6 4.000000 54.521912 -198.146088 -1298.431519 
7 4.000000 45.889648 -326.389832 -1285.934937 
10 4.000000 11.481201 -217.406647 -1309.171631 
11 4.000000 46.453247 -357.155273 -1307.944092 
0.554078 5 0 0 0

5 4.000000 58.157471 -222.682709 -1296.000244 
6 4.478529 54.824310 -198.586670 -1298.337036 
7 4.000000 45.831360 -326.208954 -1285.902222 
10 5.418514 11.375549 -217.310852 -1309.081909 
11 4.000000 46.415894 -357.027405 -1307.861084 
0.556161 5 0 0 0

5 4.000000 58.112549 -222.635468 -1296.027466 
6 4.000000 54.708282 -198.461182 -1298.400635 
7 6.146680 46.075867 -327.022949 -1285.566162 
10 4.000000 11.327515 -217.301392 -1309.122437 
11 27.161793 46.620728 -357.356110 -1307.940674 
0.558244 5 0 0 0

5 4.000000 58.067596 -222.588242 -1296.054688 
6 4.000000 54.659821 -198.427094 -1298.438721 
7 4.000000 46.019470 -326.848511 -1285.531494 
10 4.000000 11.270081 -217.278046 -1309.141968 
11 4.000000 46.584961 -357.231232 -1307.858643 
0.560327 5 0 0 0

5 6.266492 57.839508 -222.252899 -1295.998413 
6 4.000000 54.611359 -198.393021 -1298.476929 
7 4.000000 46.011658 -326.833649 -1285.448120 
10 4.000000 11.212708 -217.254684 -1309.161377 
11 4.000000 46.588013 -357.179565 -1307.802856 
0.562410 5 0 0 0

5 4.000000 57.793365 -222.203827 -1296.025024 
6 5.315631 54.357941 -198.008881 -1298.395752 
7 4.000000 46.003845 -326.818787 -1285.364746 
10 4.863758 11.142517 -216.972321 -1309.136475 
11 4.000000 46.591064 -357.127930 -1307.746948 
0.564493 5 0 0 0

5 4.000000 57.717865 -222.108490 -1296.038208 
6 4.000000 54.308105 -197.972534 -1298.433105 
7 6.145478 45.906250 -326.311768 -1285.285889 
10 4.000000 11.085083 -216.947266 -1309.155762 
11 32.008453 46.281616 -356.937408 -1307.527832 
0.566576 5 0 0 0

5 4.000000 57.642334 -222.013214 -1296.051514 
6 4.000000 54.225464 -197.880005 -1298.451294 
7 4.000000 45.897888 -326.293671 -1285.202637 
10 4.000000 11.025574 -216.880676 -1309.167725 
11 4.000000 46.282715 -356.884857 -1307.470825 
0.568659 5 0 0 0

5 6.265717 57.925903 -222.018250 -1296.036743 
6 4.000000 54.142792 -197.787521 -1298.469482 
7 4.000000 45.875061 -326.196686 -1285.120117 
10 4.000000 10.966064 -216.814102 -1309.179932 
11 4.000000 46.233643 -356.809998 -1307.387695 
0.570742 5 0 0 0

5 4.000000 57.852753 -221.923645 -1296.049805 
6 5.316342 54.444550 -198.145081 -1298.369507 
7 4.000000 45.852295 -326.099670 -1285.037476 
10 4.863911 10.995728 -216.797516 -1309.044189 
11 4.000000 46.184570 -356.735168 -1307.304565 
0.572825 5 0 0 0

5 4.000000 57.837158 -221.845093 -1296.058350 
6 4.000000 54.364380 -198.055542 -1298.386963 
7 12.266027 46.109131 -326.464905 -1284.947998 
10 4.000000 10.936707 -216.731262 -1309.055298 
11 64.144951 46.117981 -355.505676 -1307.589844 
0.574908 5 0 0 0

5 4.000000 57.821625 -221.766541 -1296.066895 
6 4.000000 54.345856 -198.038147 -1298.385498 
7 4.000000 46.088196 -326.370911 -1284.865356 
10 4.000000 10.892090 -216.673035 -1309.042725 
11 4.000000 46.068787 -355.423340 -1307.509155 
0.576991 5 0 0 0

5 6.267179 57.653229 -222.035095 -1295.810669 
6 4.000000 54.327362 -198.020767 -1298.384033 
7 4.000000 46.112061 -326.351044 -1284.781616 
10 4.000000 10.847412 -216.614807 -1309.030151 
11 4.000000 46.016846 -355.155823 -1307.487549 
0.579074 5 0 0 0

5 4.000000 57.636627 -221.958801 -1295.817505 
6 5.315564 54.275940 -197.831161 -1298.217651 
7 4.000000 46.135925 -326.331177 -1284.697998 
10 4.971147 10.795837 -216.555664 -1308.852905 
11 4.000000 45.964844 -354.888306 -1307.465820 
0.581157 5 0 0 0

5 4.000000 57.595551 -221.938171 -1295.781982 
6 4.000000 54.257202 -197.812683 -1298.215088 
7 12.269577 46.132202 -326.123230 -1284.527710 
10 4.000000 10.751099 -216.497406 -1308.839233 
11 4.000000 45.912903 -354.620789 -1307.444214 
0.583240 5 0 0 0

5 4.000000 57.554474 -221.917542 -1295.746338 
6 4.000000 54.233215 -197.766510 -1298.186157 
7 4.000000 46.155945 -326.102173 -1284.443359 
10 4.000000 10.705322 -216.439026 -1308.799194 
11 4.000000 45.860840 -354.353271 -1307.422607 
0.585323 5 0 0 0

5 6.265491 57.543549 -221.501678 -1295.646729 
6 4.000000 54.209198 -197.720398 -1298.157104 
7 4.000000 46.175232 -326.050934 -1284.345215 
10 4.000000 10.659546 -216.380646 -1308.759155 
0.587406 4 0 0 0

5 4.000000 57.502686 -221.478485 -1295.610718 
6 4.930239 54.038727 -197.025040 -1297.843750 
7 4.000000 46.194519 -325.999695 -1284.247070 
10 4.873574 10.740112 -216.366547 -1308.538574 
0.589489 4 0 0 0

5 4.000000 57.466614 -221.391907 -1295.564453 
6 4.000000 54.013794 -196.974701 -1297.812988 
7 12.269713 45.981995 -325.336334 -1284.069580 
10 4.000000 10.695129 -216.308411 -1308.497314 
0.591572 4 0 0 0

5 4.000000 57.430573 -221.305328 -1295.518188 
6 4.000000 53.965332 -196.820236 -1297.736450 
7 4.000000 45.999817 -325.281128 -1283.970825 
10 4.000000 10.670410 -216.257401 -1308.427124 
0.593655 4 0 0 0

5 5.959592 57.498993 -221.255905 -1295.120850 
6 4.000000 53.916870 -196.665756 -1297.660034 
7 4.000000 45.980408 -325.127716 -1283.859375 
10 4.000000 10.645691 -216.206390 -1308.357056 
0.595738 4 0 0 0

5 4.000000 57.463623 -221.169556 -1295.072266 
6 5.313630 54.045654 -197.150040 -1297.582275 
7 4.000000 45.960999 -324.974335 -1283.748047 
10 4.970817 10.676392 -216.019485 -1308.201294 
0.597821 4 0 0 0

5 4.000000 57.444977 -221.089188 -1294.967407 
6 4.000000 53.998383 -196.999741 -1297.505859 
7 11.478082 46.159485 -325.300323 -1283.675171 
10 4.000000 10.652039 -215.967636 -1308.130615 
0.599904 4 0 0 0

5 4.000000 57.426361 -221.008820 -1294.862549 
6 4.000000 53.979553 -196.951874 -1297.429199 
7 4.000000 46.141479 -325.150024 -1283.564087 
10 4.000000 10.636597 -215.893982 -1308.046143 
0.601987 4 0 0 0

5 5.958175 57.447723 -220.877777 -1294.693359 
6 4.000000 53.960663 -196.904022 -1297.352539 
7 4.000000 46.158447 -325.076630 -1283.459106 
10 4.000000 10.621155 -215.820312 -1307.961670 
0.604070 4 0 0 0

5 4.000000 57.429382 -220.797073 -1294.588135 
6 5.312224 53.892975 -196.771255 -1297.183472 
7 4.000000 46.175415 -325.003235 -1283.354126 
10 4.873467 10.527039 -215.713165 -1307.729858 
0.606153 4 0 0 0

5 4.000000 57.417419 -220.708252 -1294.472534 
6 4.000000 53.873840 -196.722855 -1297.106201 
7 11.480600 46.195618 -324.947845 -1283.152222 
10 4.000000 10.511047 -215.639267 -1307.644531 
0.608236 4 0 0 0

5 4.000000 57.405457 -220.619431 -1294.356934 
6 4.000000 53.846802 -196.660812 -1297.014160 
7 4.000000 46.212585 -324.874542 -1283.046631 
10 4.000000 10.482483 -215.559998 -1307.535522 
0.612402 4 0 0 0

5 6.260892 57.241974 -220.292908 -1294.198730 
6 4.000000 53.819763 -196.598770 -1296.922119 
7 4.000000 46.230103 -324.804138 -1282.925537 
10 4.000000 10.453857 -215.480759 -1307.426514 
0.614485 4 0 0 0

5 4.000000 57.229034 -220.202545 -1294.082886 
