5 4.000000 327.492859 843.081238 -255.780182 
6 5.459741 317.587372 848.222412 -232.080154 
7 4.000000 336.428864 830.588257 -362.433685 
10 4.746039 287.184570 868.012573 -265.328033 
11 4.000000 344.631409 849.955566 -394.064880 
0.002083 5 0 0 0

5 4.000000 327.483459 843.039307 -255.747574 
6 4.000000 317.630035 848.167480 -232.111099 
7 10.304459 335.865997 831.174561 -361.003082 
10 4.000000 287.189545 867.950989 -265.333496 
11 4.229824 344.591766 850.215881 -393.272949 
0.004166 5 0 0 0

5 4.000000 327.473999 842.997437 -255.714966 
6 4.000000 317.593048 848.126526 -232.044983 
7 4.000000 335.882111 831.082031 -361.059357 
10 4.000000 287.233826 867.927368 -265.327301 
11 4.000000 344.595154 850.138611 -393.310547 
0.006249 5 0 0 0

5 5.660152 327.795013 842.997437 -255.934647 
6 4.000000 317.556030 848.085510 -231.978882 
7 4.000000 335.804749 831.099121 -360.875580 
10 4.000000 287.278107 867.903687 -265.321106 
11 4.000000 344.591553 850.115845 -393.214233 
0.008332 5 0 0 0

5 4.000000 327.787750 842.955872 -255.903656 
6 5.460621 317.945587 848.005249 -232.163986 
7 4.000000 335.727386 831.116150 -360.691833 
10 4.746345 287.175293 867.917236 -265.198181 
11 4.000000 344.588013 850.093079 -393.117950 
0.010415 5 0 0 0

5 4.000000 327.833435 842.921021 -255.913147 
6 4.000000 317.911377 847.964050 -232.099503 
7 10.313578 336.492981 830.801880 -362.076782 
10 4.000000 287.218628 867.893799 -265.191254 
11 4.925043 344.695007 850.072083 -393.673737 
0.012498 5 0 0 0

5 4.000000 327.879150 842.886230 -255.922623 
6 4.000000 317.945557 847.916504 -232.075302 
7 4.000000 336.421082 830.816833 -361.903198 
10 4.000000 287.238342 867.876404 -265.165588 
11 4.000000 344.692139 850.049316 -393.581665 
0.014581 5 0 0 0

5 5.657100 327.511292 843.082886 -255.306473 
6 4.000000 317.979736 847.868958 -232.051117 
7 4.000000 336.484375 830.778625 -361.981201 
10 4.000000 287.258118 867.859070 -265.139923 
11 4.000000 344.707031 850.026917 -393.594177 
0.016664 5 0 0 0

5 4.000000 327.554321 843.049500 -255.311905 
6 5.459727 317.679474 848.078064 -231.879044 
7 4.000000 336.547668 830.740356 -362.059204 
10 4.746436 287.194977 867.892578 -265.089417 
11 4.000000 344.721924 850.004456 -393.606689 
0.018747 5 0 0 0

5 4.000000 327.531006 843.053284 -255.216980 
6 4.000000 317.711487 848.032166 -231.853897 
7 10.307989 335.989197 831.000183 -361.348328 
10 4.000000 287.214172 867.875488 -265.063599 
11 4.927540 344.811920 850.451599 -393.272064 
0.020830 5 0 0 0

5 4.000000 327.507721 843.057007 -255.122070 
6 4.000000 317.689880 848.027466 -231.805038 
7 4.000000 336.048462 830.963867 -361.421234 
10 4.000000 287.220093 867.866577 -265.033783 
11 4.000000 344.827301 850.432129 -393.282318 
0.022913 5 0 0 0

5 5.658978 327.685089 843.249939 -255.663239 
6 4.000000 317.668243 848.022705 -231.756180 
7 4.000000 336.007996 830.975403 -361.367584 
10 4.000000 287.225983 867.857605 -265.003967 
11 4.000000 344.854736 850.488098 -393.236877 
0.024996 5 0 0 0

5 4.000000 327.663086 843.254944 -255.572449 
6 4.964548 318.257111 848.041382 -232.333664 
7 4.000000 335.967560 830.986877 -361.313965 
10 4.746374 287.177704 867.933594 -265.032562 
11 4.000000 344.882141 850.544006 -393.191467 
0.027079 5 0 0 0

5 4.000000 327.673279 843.290283 -255.583679 
6 4.000000 318.239441 848.036865 -232.288864 
7 29.747524 336.261108 831.098999 -361.773987 
10 4.000000 287.183258 867.925232 -265.003143 
11 6.371017 344.465393 850.456299 -392.918884 
0.029162 5 0 0 0

5 4.000000 327.683472 843.325623 -255.594910 
6 4.000000 318.319702 848.036072 -232.344513 
7 4.000000 336.222839 831.111206 -361.723663 
10 4.000000 287.180115 867.930542 -264.983063 
11 4.000000 344.489929 850.511292 -392.872009 
0.031245 5 0 0 0

5 5.659896 327.669891 843.038940 -255.700104 
6 4.000000 318.399963 848.035217 -232.400177 
