5 4.000000 76.918182 -226.466049 -1122.865234 
6 4.180730 73.170654 -201.156006 -1125.554932 
7 4.000000 60.463531 -337.929535 -1114.761230 
9 4.000000 71.407715 -246.407959 -1115.945801 
10 4.180970 31.329651 -219.640335 -1139.733032 
11 4.000000 60.875427 -364.908295 -1140.197998 
0.547829 6 0 0 0

5 4.000000 76.867981 -226.317184 -1123.122925 
6 4.000000 73.157196 -201.116486 -1125.780884 
7 11.332247 60.279114 -336.446045 -1115.687744 
9 4.000000 71.423767 -246.270309 -1116.175171 
10 4.000000 31.289062 -219.585083 -1139.947266 
11 4.728020 60.774414 -364.110626 -1140.539429 
0.549912 6 0 0 0

5 4.000000 76.817749 -226.168320 -1123.380615 
6 4.000000 73.058075 -200.957458 -1126.028076 
7 4.000000 60.253601 -336.435272 -1115.908447 
9 4.000000 71.439880 -246.132690 -1116.404419 
10 4.000000 31.241455 -219.509354 -1140.181396 
11 4.000000 60.743652 -364.068756 -1140.787598 
0.551995 6 0 0 0

5 3.797757 76.841675 -226.556488 -1123.670898 
6 4.000000 72.958923 -200.798462 -1126.275269 
7 4.000000 60.202454 -336.186768 -1116.243286 
9 4.034798 70.914642 -246.313629 -1116.802368 
10 4.000000 31.193726 -219.433640 -1140.415527 
11 4.000000 60.701538 -363.904938 -1141.050903 
0.554078 6 0 0 0

5 4.000000 76.791931 -226.411118 -1123.928833 
6 4.183014 73.210297 -201.226395 -1126.684326 
7 4.000000 60.151306 -335.938232 -1116.577881 
9 4.000000 70.927246 -246.178055 -1117.032715 
10 4.183282 31.071167 -219.366302 -1140.830811 
11 4.000000 60.659454 -363.741089 -1141.314087 
0.556161 6 0 0 0

5 4.000000 76.754150 -226.351883 -1124.191895 
6 4.000000 73.113434 -201.071213 -1126.932495 
7 11.332837 60.179901 -337.197205 -1116.394409 
9 4.000000 70.853027 -246.093582 -1117.290161 
10 4.000000 31.023010 -219.290634 -1141.066040 
11 5.794981 60.659698 -363.974945 -1141.886475 
0.558244 6 0 0 0

5 4.000000 76.716278 -226.292679 -1124.455078 
6 4.000000 73.072815 -201.010132 -1127.206665 
7 4.000000 60.129272 -336.958466 -1116.725708 
9 4.000000 70.778809 -246.009094 -1117.547607 
10 4.000000 30.962891 -219.216309 -1141.330322 
11 4.000000 60.617889 -363.813690 -1142.151733 
0.560327 6 0 0 0

5 3.799465 76.491547 -225.779144 -1124.982422 
6 4.000000 73.032196 -200.949097 -1127.480835 
7 4.000000 60.091400 -336.961517 -1116.973999 
9 4.034882 70.586060 -246.216202 -1118.256470 
10 4.000000 30.902710 -219.141998 -1141.594727 
11 4.000000 60.582794 -363.716187 -1142.466553 
0.562410 6 0 0 0

5 4.000000 76.452484 -225.716980 -1125.247314 
6 4.183894 72.704224 -200.500656 -1127.963135 
7 4.000000 60.053619 -336.964569 -1117.222168 
9 4.000000 70.511017 -246.133636 -1118.516846 
10 4.185402 30.801758 -219.035675 -1141.963379 
11 4.000000 60.547791 -363.618713 -1142.781494 
0.564493 6 0 0 0

5 4.000000 76.383484 -225.581970 -1125.554443 
6 4.000000 72.661682 -200.437073 -1128.238770 
7 11.317139 59.958008 -336.184601 -1117.881226 
9 4.000000 70.417023 -246.097809 -1118.849609 
10 4.000000 30.741394 -218.961182 -1142.228271 
11 5.800982 60.522614 -363.571869 -1143.220459 
0.566576 6 0 0 0

5 4.000000 76.314453 -225.446915 -1125.861694 
6 4.000000 72.573151 -200.311371 -1128.547607 
7 4.000000 59.919800 -336.182556 -1118.132080 
9 4.000000 70.322998 -246.061981 -1119.182373 
10 4.000000 30.674438 -218.881531 -1142.510132 
11 4.000000 60.487640 -363.474701 -1143.536133 
0.568659 6 0 0 0

5 3.801717 76.368347 -226.006271 -1126.330078 
